original,translate
You mentioned smugglers?,你提到走私者了？
I should get going,我该出发了
Go to the smuggler-caves beneath the lighthouse and seek the blade that Caspar saw in his dreams,前往灯塔下的走私者洞穴，寻找卡斯帕梦中看到的黑刃
You’ll find the cave entrance underneath the broken bridge but once inside I know nothing save that the blade lies in deepest darkness,你会在摧毁的桥梁下方找到洞穴入口，但一旦进入，我只知道黑刃藏在最深的黑暗中
Show the ancient dagger,展示那把古老的匕首
I had a few more questions!,我还有一些问题要问！
Show it!,展示它！
the old man stammers excitedly,老人激动地结巴着
"As you reveal the blade to him, his eyes widen and he tentatively reaches out for it",当你将黑刃展示给他时，他的眼睛瞪大了，他小心翼翼地伸出手去
It’s… beautiful,这……很美
Then his jaw clenches in determination and he recoils in apparent disgust,然后他的下颌紧绷，决心坚定，似乎厌恶地后退
But it’s evil,但这邪恶
Cursed I tell you!,我告诉过你，被诅咒了！
Don’t you feel it?,你没感觉到吗？
It has power!,它有力量！
And hunger,并且饥饿
I want nothing to do with this,我不想管这件事
Take it and bring it far away from here,拿去，把它远远地带离这里
Destroy it!,破坏它！
All I would ask is you don’t throw it in the ocean,我唯一的要求是不要把它扔进海洋
There are beings there that would wield it,那里有能够驾驭它的生物
"In any case, I promised to make it worth your while and I will",无论如何，我承诺会让它值得你一试，我会做到的
Take this!,拿这个！
The old man hands you an amulet,老人递给你一个护符
This’ll serve you well on your journeys,这个在你的旅程中会很有帮助
It’ll keep your body strong and free of disease!,这能让你的身体保持强壮，远离疾病！
"That being said, I would ask another thing of you",至于其他，我还想再请你做一件事
"Horryn went dark, about the same time the animals ran amok",希罗恩变得黑暗，大约是在动物们开始失控的时候
"There was smoke on the wind - and screams too, I could swear it",风中弥漫着烟雾——还有尖叫声，我发誓我听到了战斗的声音
Sounded like battle,或者更确切地说，是屠杀
Or perhaps slaughter is more like it,但我想镇子北边可能有一个营地
But I think there is a camp of sorts just north of town,破旧的帐篷之类的
Ragged tents and such,也许有生还者？
Survivors perhaps?,我曾想过亲自去那里看看
I thought about going there to see for myself,我曾想过亲自去那里看看
But I changed my mind,但我改变主意了
"The old man hangs his head dejectedly, before continuing in a whisper",老人垂下头，沮丧地叹了口气，然后低声继续说
Safer here,这里更安全
Tending to the light,照顾那束光
"As you enter the lighthouse gallery, a haggard face peers out at you from the gloom",当你进入灯塔画廊时，一抹憔悴的脸庞从黑暗中望向你
"Moving closer, you see it belongs to an old man, who clutches a makeshift spear tightly to his chest",走近一看，你发现那是一张老人的脸，他紧紧抱着一根临时制作的长矛
Somehow he looks both fearful yet greatly relieved to see you,他看起来既害怕又明显松了一口气，见到你
Mother of maelstroms!,暴风雨之母啊！
The man croaks,那人嘶哑着嗓子说
"Who are ye, then?",你是谁？
Who did I summon?,我召唤的是谁？
"Come, sit, you must be weary",来，坐下，你一定很疲惫了
Sit!,坐下！
The man gestures frantically to a battered chair in the corner,那人急切地朝角落里一把破旧的椅子示意
Travellers,旅人
Nothing more,就是这样
I was shipwrecked here,我在这里触礁沉船了
By something foul,是某种邪恶的东西
"Either way, the tides have brought ye to me!",不管怎样，潮汐将你带到了我这里！
I knew my signals and prayers would be answered,我知道我的信号和祷告终会得到回应
"The mother of maelstroms is a cruel mistress, it must be said, it's only fit she repays me in such a darkened hour",暴风雨之母是个残酷的女主人，确实如此，她只配在这样的黑暗时刻偿还我。
What happened here?,发生了什么事？
We were shipwrecked,我们遭遇了海难。
By a leviathan,是一条独眼巨兽。
Something foul is growing on Idra,在伊德拉，有什么邪恶的东西在滋生。
A taint on the land!,土地被玷污了！
There are lights!,有光！
Lights as you've never seen; like those sailors from the high north talk of,你从未见过这样的光芒；就像北方水手们谈论的那种。
But the colors,但是那些色彩
It's like they bleed into your very dreams!,它们仿佛渗入了你的梦境！
If you can manage to sleep that is,如果你能睡得着的话。
It got to the animals first though,它先是影响了动物。
Warped them in both mind and body!,在心灵和身体上都扭曲了它们！
Made 'em cruel and dangerous,使它们变得残忍而危险。
I ain't never seen nothing like it!,我从未见过这样的东西！
It's unnatural I tell you!,这是不自然的！
"But worse still, Horryn is dead as a tomb!",更糟糕的是，霍里恩已经死得像坟墓一样了！
Was a right bedlam of cries and screams two days ago - then nothing!,两天前这里是一片混乱，满是哭喊声，然后就什么都没有了！
Not as much as a lit candle at night!,甚至没有一根点燃的蜡烛的光芒！
"Only the deep itself knows the truth of these happenings, but I can tell you this: the island is doomed!",只有深渊本身才知道这些事件的真相，但我可以告诉你：这座岛屿注定要灭亡！
The sea itself will rise to claim us!,海水本身将会上涨，将我们吞噬！
I need some information,我需要一些信息。
Foolish superstition,荒谬的迷信。
I need proper information!,我需要准确的信息！
"There are all manner of beasts in the deep oceans of our world, but never have I seen anything like this!",我们的深海中有各种各样的野兽，但我从未见过如此可怕的东西！
"A horror from beyond the natural it was, that pulled down that ship!",那艘船被从自然之外的恐怖拉下了水！
I saw it all from my tower I did,我是从我的塔楼里看到这一切的。
Though I wish I did not have to bear such a sight,虽然我不愿目睹这样的景象。
I can hardly belive that anyone could survive such a nightmare,我简直难以相信有人能从这样的噩梦中幸存。
I did,我做到了。
It matters not,这无关紧要。
"How then did the tides release you, when so many others were claimed?",那么潮汐是如何将你释放，而其他人却被卷走的呢？
The keeper leans in and fixes you with an unwavering gaze,看门人凑近你，用坚定的目光注视着你。
Are you blessed?,你是被祝福的吗？
Or perhaps cursed is more like it?,或者说，更可能是被诅咒的？
Cursed?,被诅咒的？
"Neither, I think",不是的，我认为不是。
"Now, what happened here?",那么，这里发生了什么？
Oh you have more important matters to deal with?,哦，你还有更重要的事情要处理？
"Well, I must keep watching...seeing",好吧，我必须继续观察……见证。
"The old man trails off, eyes unfocusing",老人停了下来，眼神变得茫然
Forgive me for not being of more help,对不起，没能提供更多帮助
We really need to go,我们真的需要走了
You're a fool to go!,你真是个傻瓜去那里！
There is nothing beyond the light but despair!,在光芒之外只有绝望！
And,而且
The old man sighs,老人叹了口气
"But, I'll be here waiting here for you",但是，我会在这里等你
For when you return,当你回来的时候
As I must,就像我必须做的那样
"Anything, ye may ask!",任何事情，你可以问我
We're safe as can be here,这里是最安全的地方
The old man seems eager at the prospect of conversation,老人对于交谈显得非常渴望
Ask about the Santa Fury,问问关于圣 fury 的事情
How long have you been alone?,你独自一人多久了？
There are smugglers on Idra?,在伊德拉有走私者？
Tell me about Horryn,告诉我关于霍林的事情
What did you need me to do again?,你让我再做什么？
Remind me what you needed!,提醒我你需要什么！
"Actually, I should make ready to leave",其实，我应该准备离开了
This here beacon is all's keeping the horrors of this island from my throat!,这个信号灯塔正防止着岛上的恐怖事物靠近我的喉咙！
"Thing is, oil is running low and I got nary a drop left in storage",问题是，油快用完了，我储藏室里连一滴都没有了。
I need you to find me some oil afore darkness takes us!,你需要帮我找到一些油，否则黑暗将吞噬我们！
"Thing is, the oil was coming from the mainland on ships through Horryn",油是从霍林通过船只从大陆运来的。
Then things went dark and now there’s no way for me to get to it,然后一切变得黑暗，现在我无法到达那里。
"If it’s still in Horryn, there’s a good chance it’ll be sitting in one of the warehouses in the harbor",如果油还在霍林，有很大可能它会放在港口的某个仓库里。
I'll do my best,我会尽力而为。
Show oil,展示油。
That’s all I ask,这就是我所要求的全部。
"I’ll be waiting here for you, tending the fire as best I can",我会在这里等你，尽我所能地守护着火堆。
I’m running out of oil!,我快用完油了！
I suspect the shipment is stuck in a warehouse in Horryn and I need you to search for it there,我怀疑货物被卡在霍林的某个仓库里，需要你去那里寻找。
You’ll likely find it in one of the warehouses on the waterfront,你很可能会在港口边的某个仓库里找到它。
Give oil,给我油。
"Blessed Dead, I knew you could do it!",圣灵保佑，我知道你能做到！
"If nothing else, seeing the light still burning bright is bound to give people hope!",至少，看到灯光依然明亮，会给人带来希望！
Emperor’s Light and all!,帝国之光万岁！
Let's hope so!,希望如此！
All I have to offer in way of reward is my old sword,我能提供的报酬只有我的旧剑了。
It once served me well but it's getting too heavy for me now,它曾经为我效过力，但现在对我来说太重了。
"Mathias produces an old, but well-crafted broadsword wrapped in cloth",莫塔西斯拿出一把旧但做工精良的长剑，剑身包裹着布料
I'll be on my way now,我这就出发
Ye're back,你们回来了
"I knew ye'd seek safe harbor once more, drawn to the light like lost moths",我知道你们会再次寻求安全的港湾，就像被吸引的飞蛾一样
"Well then; Sit, rest, make yourself at home",那就请坐，休息一下，让自己感觉自在些
There might still be some stew left,还剩下一些炖菜
I found the black blade,我找到了那把黑剑
I have oil for you!,我有油给你！
I don't have time to linger!,我没时间停留！
I can't say I've ever heard about a ship by that name,我从未听说过有这样一艘船
"And let me tell you, I've worked this lighthouse for a man’s age and I’ll say this much",而且让我告诉你，我已经在这个灯塔工作了大半辈子，我可以这么说
There’s no ship to be found around here as far as I know!,以我所知，附近根本找不到任何船
Idra's thick with them,希德拉到处都是
Carrying wares to the mainland for the Freythen,为弗雷then运输货物到大陆
Island’s riddled with caves and they use them to store their contraband and whatnot,岛上布满了洞穴，他们用来储存走私物品之类的东西
But they keep to themselves and I want no trouble so I let them be,但他们彼此保持距离，我不想惹麻烦，所以让他们继续
#Chapter1LighthouseMisc,#第一章灯塔杂项
"For all its alienness, you still recognize the arcane machinery",尽管这机器看起来很陌生，但你仍然能认出它的法术装置
An ancient Imperial reticular node,一个古老的帝国网状节点
You suspect this lighthouse was once fueled by reticular energy and that this machine was part of its operation,你怀疑这个灯塔曾经使用过网状能量，并且这台机器是其运作的一部分
"The stillness and layer of dust, however, tell you that it's long since fallen into disrepair and that the lighthouse is likely now fueled by common oil",然而，这里的寂静和积尘表明它早已荒废，灯塔现在很可能使用的是普通油料。
"As you stand there, beholding the strange machine, you become aware of the scraping of tiny claws in the darkness",当你站在那里，凝视着那台奇怪的机器时，你察觉到黑暗中传来细微爪子的刮擦声。
Then chittering,然后是吱吱声。
As you reach for your weapon the strange harmonics of the chittering converge and for the briefest of moments you could have sworn you heard words formed,当你伸手取武器时，那奇怪的吱吱声合奏在最短的一瞬间，你几乎听到了话语的形成。
Half a dozen beasts launch at you from the dark corners of the room with fangs bared!,半打怪兽从房间的黑暗角落冲向你，獠牙毕露！
Creeping through the moldy lighthouse cellar you round a corner and stop dead in your tracks,沿着发霉的灯塔地窖悄悄前行，你转过一个弯，突然停下了脚步。
"Rising up through the core of the tower, is a grotesque-looking metallic monstrosity",在塔心处，耸立着一个畸形的金属怪物。
The strangely organic shapes and odd geometries seem to writhe in the dim light and the burnished sylver coating casts a ghostly reflection on the walls,奇怪的有机形状和奇异的几何图形在昏暗的光线下扭曲着，镀银的表面在墙壁上投下幽灵般的反射。
#Chapter1LighthouseQuest,#第一章灯塔任务
There is nothing more you can do for me right now,目前你无法再为我做更多了
What of it?,有什么问题吗？
What can I do to help?,我能做些什么来帮助？
About that job,关于那份工作
Remind me what you need,提醒我你需要什么
I have the oil!,我有油料！
Glad to help,很高兴能帮忙
Mathias stares absent mindedly into the fire,马蒂亚斯茫然地盯着火堆。
I was wondering about something else,我在想其他事情
It's time to leave,是时候离开了
#Chapter1UWMaze,#第一章UW迷宫
"You utter an underwater scream of pain and terror but before you can act further, the creature has retreated back into one of the holes",你发出一声水下痛苦和恐惧的尖叫，但在你能进一步行动之前，生物已经退回到一个洞穴中
Swim south,向南游
"Quickly rummaging through the poor fellows belongings, you try not to think about your own dwindling air supply",迅速翻找这个家伙的随身物品，你尽量不去想自己日益减少的空气供应
In a pouch on his belt you find a handful of coins and a key,在他腰带上的一个袋子中，你找到了一把硬币和一把钥匙
"Now, you’ve lingered too long already and you must move on",现在，你已经停留得太久了，必须继续前进
Tunnels lead to the north and west,向北和向西有隧道
Swim north,向北游
Swim west,向西游
You break the surface and find yourself back in the cave system where you started,你冲破水面，发现自己回到了起点的洞穴系统
"For all its bleakness, you nonetheless feel a sense of relief at returning to this area",尽管这里一片荒凉，但你还是感到一种回到这个区域的解脱感
You break the surface and emerge into an alien world,你冲破水面，进入一个陌生的世界
The air is stale and damp and the walls are so covered in algae and fungus that they almost appear to writhe,空气陈旧潮湿，墙壁上覆盖着藻类和菌类，几乎显得在蠕动
"In the faint bioluminescence of the cave's bizarre underwater flora, you make out three passages",在洞穴奇特水下植物发出的微弱生物光线下，你辨认出三条通道
North and east takes you further into the cave system whilst west leads back to the surface,向北和向东带你进一步深入洞穴系统，而向西则回到地表
Swim east,向东游
A large domed chamber,一个巨大的穹顶大厅
Writing sea-weed covers the floor and reaches up towards you like groping tentacles,海藻覆盖着地面，向上伸展，如同摸索的触手
You shudder as one of the slimy tendrils brush your skin,你颤抖着，因为一条黏滑的触手轻触你的皮肤
Three tunnels lead out of this chamber,这个大厅有三条通道通向外面
"East, west and south",向东、向西和向南
The tunnel narrows somewhat here before opening up into a slightly larger chamber with two exits,这里的隧道稍微狭窄了一些，然后开阔成一个略大的房间，有两个出口
West and south,西边和南边
The bioluminescence is so faint in this chamber that you almost fail to spot the tunnels leading north and east,这个房间里的生物发光非常微弱，几乎让你没注意到通往北边和东边的隧道
Suspended in the middle of this chamber is the corpse of a young man,这个房间中央悬挂着一名年轻男子的尸体
His features are softened by the sickly glow of the algae growing here but there is no mistaking the mask of terror that froze on his face as he drowned,他脸上的特征被这里的藻类发出的病态光芒柔和了，但你无法忽视他脸上因溺水而凝固的惊恐表情
A bend where the tunnel leads east or south,这里是通往东边或南边的拐角
Sharp limpet-like growths cover the wall and you take care not to cut yourself as you squeeze past,墙上长满了尖刺状的突起，你小心翼翼地挤过去，以免划伤自己
"This chamber is flat with a low ceiling and three tunnels leading north, east and west",这个房间地面平坦，天花板很低，有三条隧道分别通往北边、东边和西边
The walls of this bulbous chamber are pockmarked with a dozen smaller tube-like holes leading deeper into the bedrock,这个球状房间的墙壁上布满了十几个小管状孔洞，通向更深处的岩层
"As you contemplate the folly of sticking your hand into one of them, an eel-like creature darts from one of the holes and bites into your flesh with tiny, razor sharp fangs",当你考虑把手伸进其中一个孔洞时，一条鳗鱼状的生物从其中一个孔洞中窜出，用细小而锋利的獠牙咬住了你的皮肤
This chamber is bathed in a greenish glow coming from the eastern tunnel that leads to the surface,这个房间被来自东边通往地表的隧道发出的绿光所笼罩
The western exit leads deeper into the cave system,西边的出口通向更深的洞穴系统
Underwater Tunnel,水下隧道
You find yourself at the opening of a narrow underwater tunnel and wonder how long you can hold your breath,你发现自己站在一条狭窄的水下隧道入口，开始思考自己能憋多长时间的气
Do you dive in?,你要潜入隧道吗？
Dive into the tunnel,潜入隧道
This narrow underwater tunnel serves as the only exit from this cave,这条狭窄的水下隧道是通往这个洞穴的唯一出口
You hope you remember the way back,希望你能记得回去的路
#SantaFury,#SantaFury
Carylla,Carylla
"A sinewy, armored woman with a shield slung on her back and a broadsword at her side stands by a small campfire",一位身手矫健、身披铠甲的女子背着盾牌，腰间挂着一把阔剑，站在一个小营火旁
She’s grunting and cursing under her breath as she clumsily tries to bind a wound on her arm,她低声咒骂着，笨拙地试图用她的左手给自己的手臂包扎伤口
Dried blood and mud cakes her face and armor and she looks haggard,干涸的血液和泥巴糊住了她的脸和铠甲，她看上去疲惫不堪
She freezes as she sees you emerge from the fog,她突然僵住了，看到你从雾中走出
A suspicious frown falls over her face,她脸上露出一个怀疑的表情
Let me help you!,让我来帮你！
she growls as she finishes the tourniquet using her good arm and teeth,她低吼着，用她的好手和牙齿完成了止血带的绑扎
Bless you for offering but I can manage,你的好意我心领了，但我能应付
I would kill for some water though!,要是有口水喝就好了！
Offer her a drink from your waterskin,从你的水囊中给她喝口水
Name’s Carylla,我叫卡莉拉
Used to call myself captain of our little mercenary company,我过去曾是那支小佣兵公司的队长
Some rich trader from Adler’s paid us well to come here and look for the Fury,有个来自阿德勒的富商给我们丰厚的报酬，让我们来这里寻找怒焰
Things went to shit quickly,事情很快就变得糟糕起来
I’ve been losing my crew one by one,我一个接一个地失去了我的手下
Nillas and Pieter ‘got their coins’ yesterday,尼拉和皮特昨天“拿走了他们的报酬”
Torn to pieces by those fucking hounds,被那些该死的狗撕成了碎片
It’s just me now,现在我一个人了
What’s the Fury?,怒焰是什么？
Carylla packs up her gear and begins to carefully make her way through the mist until she’s gone,卡莉拉收拾好行装，小心地穿过雾气，直到消失不见
I would hate to see you spill your guts on this bloody island looking for some ghost-ship,我可不想看到你在这片血腥的岛屿上寻找幽灵船时累得精疲力尽。
"Then again, you might have better luck then me and my",再说，你也许比我和我的同伴们更有运气。
Carylla stops briefly and her eyes water up,卡里拉停顿了一下，眼中泛起了泪光。
Just be careful,只是小心点。
Idra’s not peaceful any more and I suspect there are things out in the mist far worse than the hounds,伊德拉已经不再平静，我怀疑在那片迷雾中，有比猎犬更可怕的东西。
Honestly I don’t know where to start,实话说，我不知道从何说起。
There were lights in the sky,天空中有光芒。
Flashes and orbs,闪电和光球。
Some over Horryn and others over the island’s interior,有些在霍里恩上空，还有一些在岛屿内部。
Minor quakes even,甚至还有轻微的地震。
And then things went real bad,然后情况变得糟糕起来。
People lost their minds and animals started changing,人们精神失常，动物也开始发生变化。
What terrifies me is I can’t even tell you how long that was ago!,最可怕的是，我甚至不知道那到底是多久以前的事了！
Her voice rises in an anxious tone,她的声音带着焦虑的语气。
I just need to get away from here!,我只想尽快离开这里！
Off this fucking rock!,离开这个该死的岛屿！
What will you do now?,你现在打算怎么办？
"I’ll try to make my way east, around the bay",我打算向东走，绕过海湾。
Maybe there are larger groups of survivors there and perhaps even someone with a way of getting away from here,或许那里有更大的幸存者群体，也许还有人知道逃离这里的方法。
"And if you ever find that bloody treasure, buy me a drink next time we run into each other",而如果你真的找到了那该死的财宝，下次我们再见面的时候给我买杯酒。
A Painting,一幅画
"Hanging on the wall, you see a dramatic but not particularly artful painting of a ship with torn sails caught in a terrible storm",墙上挂着一幅描绘一艘帆破浪中的船的戏剧性但不特别有艺术感的画
Your mind wanders to the Zephyr and its grizzly fate and you shudder,你的思绪飘向塞斐尔及其悲惨的命运，你不禁打了个寒颤
Look closer,看得更仔细些
Leaning in you notice that there is a name painted on the side of the ship,仔细一看，你注意到船侧有名字被画了出来
The Santa Fury,圣 fury 号
Could this be it?,这就是它吗？
Is this what the rumor that the Santa Fury could be found near the lighthouse on Idra meant?,这是不是那个关于圣 fury 号可能在伊德拉灯塔附近被发现的谣言所说的？
Examine the painting even closer,更仔细地检查这幅画
Examining the painting more carefully reveals nothing,更仔细地检查这幅画并没有发现什么
Not until you turn it over!,直到你把它翻过来！
Written in faint lettering in the lower left corner of the painting's backside you can clearly make out a poem of sorts,在画的背面左下角，用模糊的笔迹清晰地写着一首诗
The Poem,诗
"From the center of the three, The Santy Fury made her flight",在三者中间，圣 fury 号开始了它的航行
"Setting out to hide her booty, All within the lighthouse's sight",出发去隐藏她的战利品，都在灯塔的视线之内
"leagues south began her trip, ""5 east"" the Captain cried. 4 more north, our valiant ship, Our plunder we shall hide!",向南航行了数个海里，“5个东边”，船长喊道。再向北航行4个海里，我们勇敢的船，我们的战利品我们将隐藏起来！
Land ahoy!,岬角在望！
went up the roar,声音越来越大
We'll lay our treasure there!,我们将在那里埋藏我们的财宝！
"Into the rising sun: 3 more, Then dig and have no fear!",向上升起的太阳：再航行3个海里，然后挖掘，不要害怕！
You hastily take down the poem in your journal,你匆匆在日记本上记下这首诗
Excitement washes over you as you realize that you may in fact be on the trail of something more than an old sailor’s tale!,你心中涌起激动，意识到自己可能正在追寻的不仅仅是一个老水手的故事！
If you can make sense of the poem that is,如果你能理解这首诗的话
A wise call,非常明智的选择
You may go far yet,你或许还有机会
But a friendly piece of advice between colleagues,这是同事之间的一条善意的建议
Don’t search for us,不要寻找我们
Forget this ever happened and move on,忘记这一切，继续前行
She offers a short bow before the group dissolves back into the fog with the idol in hand,她向队伍微微鞠了一躬，然后带着偶像消失在浓雾中
Silence descends around you as you pick up the jewelry left behind,周围陷入沉默，你捡起地上的珠宝
It will certainly fetch a nice purse,这定能换来一笔不错的财富
Yet you cannot shake the image of that grotesque idol from your mind,但你无法摆脱那个畸形偶像的形象
Part of you prays you never see it again whilst another knows with absolute certainty you will,一方面你祈祷永远不要再见到它，而另一方面你确信自己一定会再次见到它
What!,什么！
Never heard of the Santa Fury?,从未听说过圣· fury？
"She was an Ombarian treasure-ship, they say",据说她是一艘奥姆巴里安的财宝船
Disappeared around 40 cycles ago and it’s said she was laden heavy when she went,据说她大约四十年前就消失了，而且据说她离开时载满了财宝
People been looking for her ever since,人们一直在寻找她
"Me, I never put any stock in the legend",而我从来都不相信这个传说
Sailor’s tale,水手的故事
But then this rich fop from Adler’s up and offered to pay me and my company to go here and look for it,但随后，来自阿德勒的那位富有的花花公子竟然主动提出要支付我们和我们的同伴，去这里寻找它
"Well, 'easy money' we thought",我们当时想，这可是轻松赚一笔
"Idra’s not huge and according to the trader, rumor had it she lay on dry land near the lighthouse",伊德拉并不是很大，据商人说，据说她就躺在灯塔附近的干地上
"And there’s only one lighthouse on Idra see, so sounded easy enough",而且伊德拉只有一个灯塔，听起来似乎很简单
No reason to expect any bloodshed either,也没有理由期待有什么流血事件
Idra used to be nice and peaceful,伊德拉曾经很美好，也很宁静
Our steel was mostly in case we did find it and needed to guard any treasure,我们的武器主要是为了以防万一，如果我们真的找到了它，并需要保护任何财宝
"Needless to say, that’s not how it went",用不着说，事情并没有按我们想的那样发展
You didn’t find anything?,你们什么都没找到吗？
Not a scrap,一点都没有
We've searched every inch of this island and let me tell you,我们已经搜遍了这个岛上的每一个角落，让我告诉你
The Santa Fury’s not here!,圣怒号不在这里！
It bloody can’t be!,这怎么可能！
A fucking ship on dry land?,一艘该死的船竟然在干地上？
And near the lighthouse nonetheless?,而且就在灯塔附近？
It does not exist!,它根本就不存在！
Mind if I give it a go?,我可以试一试吗？
Buried Treasure,隐藏的财宝
"Digging through the rocky soil, you’re almost ready to give up then your shovel suddenly strikes something metallic",在岩石土壤中挖掘，你几乎要放弃了，然后你的铲子突然碰到了什么东西金属的
A small but sturdy strong-box,一个小巧但坚固的铁箱
"Though it appears to have something inside, this is far from the fabled mountains of gold that Ombarian treasure-ships were said to carry",尽管看起来里面似乎有东西，但这远不是奥姆巴里安传说中的装满黄金的山脉。
Open the box,打开盒子
The box swings open without difficulty,盒子轻而易举地打开了
Inside lies a small pile of strange and exotic looking jewelry,盒子里躺着一堆奇怪且异域风情的珠宝
And underneath it: an artifact wrapped in rough linen,而在下面：一件用粗糙亚麻布包裹的法器
"As you reach for it, a ringing rises in your ears and you go light headed",当你伸手去拿时，耳中响起了铃声，你感到一阵晕眩
Excitement?,兴奋吗？
Something else,还是别的东西
"The bundle tumbles from your hands and as it does, it becomes unwrapped",你手中的包裹滚落，同时它也解开了
Laying on the ground in front of you is a hideous idol carved from some unknown greenish-black rock,地上摊开的是一件令人作呕的雕像，雕刻在一种未知的绿黑色岩石上
"An amorphous shape of eyes, mouths and tentacles that manages to convey a sense of immensity in spite of the effigy’s small size",一个不成形的形状，由眼睛、嘴巴和触手构成，尽管雕像很小，却给人一种宏大的感觉
Hand over the idol,交出雕像
The voice cuts through the mist like a dagger,声音如同匕首般穿透了雾气
You turn around to see Carylla and a handful of other shapes approaching threateningly with weapons drawn,你转身看到卡莉拉和其他几个人形生物手持武器，威胁地朝你走来
I can’t bloody believe it!,我简直不敢相信！
It worked!,成功了！
I told you all it would,我早就告诉过你们会成功
one of the men flanking Carylla rants excitedly before she cuts him off with a poisonous glance,卡莉拉身旁的一名男子激动地嚷嚷着，但她用一个毒辣的眼神打断了他
Shut your bloody trap Pieter!,闭上你那该死的嘴，皮特尔！
You!,你！
she points her sword towards you,她将剑指向你
Hand over the idol!,把雕像交出来！
Kick it over,踢开它！
Not going to happen!,绝对不可能！
The men I work for,我工作的那些人
They will go so much further than just spilling your blood to get what they seek,他们不仅仅是为了获取你所寻求的东西而流你的血，他们会走得更远
"A smile, strangely sympathetic, flashes over her face",她脸上闪过一抹奇怪的同情微笑
Then she clicks her tongue and the men flanking her charge!,然后她吧嗒吧嗒舌头，两侧的男子冲了上来！
#,#
# Chapter_1_RefugeeCamp,# 第一章 流民营地
#,#
#Chapter1Chamberlain,# 第一章 官员
"From what I hear, these men were bands of local fishermen and sailors!",听说，这些人是当地渔民和水手组成的团伙！
But why would they do something like this?,但他们为什么要这么做？
"Horryn was their home and for all his shortcomings, there were few Imperial officials as lenient as the governor!",好瑞恩是他们的家，尽管他有许多缺点，但总督是帝国官员中最宽容的！
Where is the governor now?,现在总督在哪里？
I didn't see him as we fle,我们逃跑时没看到他
I mean 'made our strategic retreat',我的意思是我们战略性地撤退了
I can only assume he died in the chaos,我只能假设他在混乱中死了
And the cruelest joke of all,最残忍的玩笑莫过于此
That leaves me the ranking Imperial Official on the island,这样一来，我就只剩下岛上的帝国官员之位了
Farewell for now,暂时告辞
Driina scowls at you,Driina对你皱起了眉头
Markus shakes his head dejectedly,Markus沮丧地摇着头
I’m certainly not going to beg you for aid,我当然不会向你求援
"But I’ll say, if there exists a way to retake the city, I believe it is contingent on the survival of this camp",但是，如果真的有办法重新夺回城市，我相信这取决于这个营地的存续
"Beyond that, I bid you go to whatever fate awaits you",除此之外，愿你去往命运的安排
What can I do to help then?,那我还能做些什么来帮助呢？
The color drains from Markus' face,Markus的脸色变得苍白
But… but Driina are you leaving as well?,但是……但是Driina，你也打算离开吗？
I need you here in camp,我需要你留在营地里
We've already discussed this!,我们已经讨论过了！
I cannot do this without you!,没有你，我做不到！
I'm not a leader - I'm a glorified scribe!,我不是领导者，只是一个虚有其表的书记官！
Who will keep their spirits up?,谁能鼓舞士气？
And what am I going to do when people start dying from the outbreak?,而当人们因为疫情开始死亡时，我又该做什么？
All the blood and shit and,所有的鲜血和污秽
"You will find your strength, my old friend",我的老朋友，你会找到力量的
The Golden Dead will guide you,金死灵会引导你
"Besides, we both know that nothing will be solved by me waiting here in camp",而且，我们都知道，我在这里等待并不能解决问题
We must try to seize the initiative in whatever way we can,我们必须尽可能争取主动
Driina puts her hand on his shoulder,德里娜把手放在他的肩膀上
Markus lets out a deep sigh before looking up,马库斯叹了口气，然后抬起头来
"You are right, Driina",你说得对，德里娜
As always,就像往常一样
Clear your throat,清清嗓子
"Driina, perhaps you should stay here after all",德里娜，或许你还是留在这里吧
"Driina motions towards you,",德里娜朝你示意，
Gallian himself may have provided for us,甘利亚自己或许已经为我们做了准备
"Markus looks up at you, seemingly having forgotten you were in the tent",马库斯抬头看向你，似乎忘了你还在帐篷里
I'm looking for a way into Horryn,我在寻找进入霍瑞恩的方法
Driina's gaze could shatter stone,德里娜的目光足以碎石
The decision is mine to make And I have made it,这个决定由我来做，我已经决定了
"Now, we have tarried for too long",现在，我们已经耽搁得太久了
"Markus, tell our friend here of Horryn’s fate",马库斯，告诉这位朋友霍瑞恩的情况
I fear out path leads there eventually,我担心我们的道路最终会导向那里
Go there if you will but entering Horryn may indeed prove a tall order,如果你愿意去的话，但进入霍瑞恩确实可能是个艰巨的任务
Township’s been overrun by madmen!,整个镇已经被疯子占领了！
Hundreds lie dead in the street and those who remain cling to life on this barren plot of farmland!,成百上千的人倒在街头，幸存者们在这片荒凉的农地上苟延残喘！
"As for the city gates, they have been sealed and our attackers have left us with no way back into the city",至于城门，它们已经被封锁，我们的攻击者也给我们留下了没有返回城市的道路
But what happened?,但是发生了什么？
It started some days ago,这些事情发生在几天前
I was awoken in the middle of the night by the governor's guards,我在半夜被总督的卫兵唤醒了
"They told me we were under attack and that packs of crazed brigands were already roaming the streets, spilling blood by the river-full!",他们告诉我我们正受到攻击，成群的狂暴匪徒已经在街上横行，河边流满了血！
I never saw such chaos before,我从未见过如此混乱的情景
The dead lay strewn in the streets and we had to sneak from corner to corner just to get away with our lives!,街道上横七竖八地躺着尸体，我们只能从角落到角落地躲藏，才得以保全性命！
